user.screen_name,full_text,id
igottabetv,White people be happy to say NIGGER on a movie 🙄,1381423593326747649
think_4self,Take it from an immigrant from the Middle East. Police are the easiest branch of government to go corrupt.,1381423581297524738
Marconiocrypto,"I bought this 10 Billion Dollar Bill from a Zimbabwean Immigrant trying to make a life for him and his family. It is a reminder of what could happen to any Fiat Currency.....get your friends, family and contacts to invest in crypto: please like and retweet;) hyperinflation sucks https://t.co/aBhDlk72d0",1381423530185613315
JDW714,"@medwoman1 @Vickie627 @Shopdogg2 @MinnesotaExpat @JoshLNielson @eyesore99848340 @TomDoubting @FindingTruths @FreddieKevin @LadyOfTheOcean1 @r0xie_f0x @skmvy5 @ThereseOSulliv2 @LittleBirdND @jimaw63 @SlimJimJohn1 @leviathan1668 @laylow88861429 @lostandlovinit @ClaraBell_Cow @Enhanced_Spirit @Klee34036780 @LLazator @chriscr66024638 @IHearTheShofar @hrt6017 @chrisg409ubc @Allie4Christ @America84895255 @mag_dog2020 @lanny33571893 @DoctorSavage8 @kramer_bo @GQPklepto @SpRiNgStR3Am @RoseannaBandan1 @HGoheavily @bacchaus351 @RogerLHaviland @ToccyLa @IFDrinkLib @wookietim @Keithjo05883263 @ChiefLizWarren @Gun_YouDown @Leo97894180 @Mongo3804 @JOSIE24055239 @4Cocacoladave @cbowling4512 No, there is evidence that suggest he isn't a natural born citizen that happens to be half black. The race card never was played when McCain's natural born citizen status was being debated. The race card is often used when the left have no other argument.  https://t.co/Px587rikLW",1381423507683356672
captain_stavros,"@JohnBB40921542 

""Hater of immigration"". 

And you're an immigrant.",1381423491753209859
NYHistory,"#NYHistoryAtoZ: I is for Immigration. ⁣The Ellis Island Immigrant Station opened In 1892. Where did immigrants arrive before Ellis Island opened? 

Find out: https://t.co/70uUnqCSzo https://t.co/aIv8IZ7shX",1381423482584633345
spookymachine,"I periodically reset my n-word count, but I feel today it deserves to be 27. Don't mind me.
nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger",1381423353874018304
lholmestpa,REDPILLED EXCLUSIVE: US Capitol Special Agent David Bailey who murdered Ashli Babbitt is a Brazilian Immigrant and BLM Militant. HE REPEATEDLY THREATENED TO KILL TRUMP SUPPORTERS ON FACEBOOK FOR MONTHS!  https://t.co/QK4XoKbgOf,1381423306486734848
GrammarDance,@CharlesMBlow He positions new immigrants first as political enemies and millions of viewers adopt that view and rhetoric. It can only degenerate from there into unvarnished racism as their lives in America proceed. He's setting every new immigrant up for a lifetime of sniping.,1381423256830275585
HighregardsA,As a republican Big E better destroy this immigrant. #WrestleMania #buildthewall,1381423218368503810
Theycallmesad,@zebsproject @coachbce Mate he is playing the victim card blah blah blah don't believe the crap it was an orchestrated attack pure ponzi,1381423200794505222
KatharinaKoelb1,"As an immigrant, I second this! https://t.co/3gnq2bIEm6",1381423087737012225
thenamesnii,@alexpricee03 @TaylorRooks Lol so now you’re telling me a black person that I don’t truly care about racism? what’s your experience as a nigger since apparently you’re the expert? when did I say anything about wanting to shut up white people?,1381423044967727114
Roger_E_P,Interesting story on #Archive ethics &amp; white supremacist John Tanton’s papers on the Modern Anti-Immigration Movement at Univ Michigan  https://t.co/bBF8a7WxHu,1381422969293918208
reno_xdp,i love how i can’t prioritize myself in my own house because get this as the oldest sibling it’s my “job to fix everyone’s problems as they arise” I LOVE BEING THE CHILD OF IMMIGRANT PARENTS ITS SOOOO FUNNNNNN 🤪,1381422950558134272
jimmy_whisper,If I discover someone has an SJW outlook I cut all communication with them.,1381422909722398724
TinkerSec,@mkr_ultra These are my favorite birds. (Owl Finch) https://t.co/EfelxU1bUw,1381422825383288833
Capo76441601,@_jungkookslut @The_Octoberman Some white kid called me a nigger on many many occasions and then we told the white principle the nigga literally said word for word “ its just a word its not that bad” and then he called me a n word again and he got slapped and guess what..... i only got suspended,1381422800691412997
SJW_Hoe,@larasland_ I’m sure it’s heavy,1381422747742535683
canuckhockeygal,"@marshmallowpud @LiquorStork @ShelbyTalcott Oh, and she blocked me. So surprising she loves playing the victim card. Loser🙄",1381422726569545729
mdtsenkov,@profgalloway @FareedZakaria Our sincere condolences!  In a dew minutes you sum up the life of any immigrant! Sorry for your loss!,1381422708492238854
spj6969,"Fcuk #Ramadan 

You play the fake victim card when it comes to racism but then wrongly, Abuse our royals and prince Philip. St George's Day is abused and so is Christmas day",1381422607854153728
AJMasterSith,The gamergate line from prison school(the third pic is what the actual line was)2/3 https://t.co/iJlNzvB4Vg,1381422607631781892
sak_ibooks,"Holy shit, #GamerGate they want the #Brexit just to protect their high score from the EU",1381422511326433280
mvgaea,"@GrumpyCatterman SJW only like to pretend they know everything about comics, however they just really want to twist things to fit their own warped sense of reality. They don't get things like theming, archtypes and characterization.  They just want to push their own agendas.",1381422471081906177
djmuel_,@Nigger_Man123 @berserksouls @berserksouls Why are you retweeting this racist account,1381422442535600129
Magilou51617010,"@SJTroll2 @nadine_feiler @ministerdemon @MAnders0nCat @frenchie_irish @haavarl @CisSanity @StevanVaughn @superstraight84 @prideasexuality Lol, they are just #SJW radical activist who are just trying to earn #woke points and make the trans community look bad 🤣🤣 https://t.co/aGkYAuQBMr",1381422426270035974
StrayNerdBoy,"I've blocked a good 10 people on this one post just for questioning it, I love cleaning out my follows. ""Oh don't you think you're being harsh"" BLocked. any utterance of the term ""SJW""? Blocked",1381422349833097218
Bill_305,@ReopenCASchools @SanMarcosUSD It's no wonder why students are so screwed up today by these obnoxious SJW so-called teachers.,1381422335517978624
postnebulous,Retraining Program for Immigrant Engineers | The Cooper Union https://t.co/QfKzHtFduX,1381422323509628929
Dvlottery2021,"Please give some priority to DV interviews as it is the only immigrant visa type associated with a fiscal year.
You should increase the number of #DV2021 interviews, because there is only less than 6 months are left.
@TravelGov @SecBlinken @USEmbassyCairo @USAinKSA 
#HurryUp",1381422215317585925
camdenGkey,@mylesocean @GSeagle2893 @JoeyMarchant2 @GAFollowers I love how you pull the victim card after antagonizing the situation. But what would you rather me refer to you as? They? Them? It?,1381422212612231168
YPatapoff,"@LeezaLizeIT @RepJayapal @POTUS Classy 😘
Of course, again, you jump the gun. I’m an immigrant, and my parents (who were born poor) built our lives from the ground up. 
Just because someone else has figured their stuff out doesn’t mean they started with a leg up on you.",1381422151446667266
lettucewrangler,They're gonna write a story about what a blessing the triangle shirtwaist factory fire was for NYC immigrant laborers. https://t.co/GjeilOHCHG,1381422109746946051
BrianMo72872600,BLM Activist Threatens American Puiblic? (SJW W oke Fails and Stupidity ... https://t.co/aBSgrNswNG via @YouTube,1381422054872858633
jimmy_whisper,"I lend harden Racists (Black, White what have you) my ear, something caused them to have those feelings/outlooks. You acting like a mentally ill parasite infected SJW inhuman literally triggers that part of the human brain that wants to cleanse, with holy fire.",1381421915189997569
MKR_plusfashion,Mood. 😞 https://t.co/7K9QwU0vJt,1381421857786695681
SatouKazuman,"Both biased, and adding to the evidence for this person being an SJW https://t.co/boYNZfCUXT",1381421672679493632
Jewelanland,"@JohnCarpenter64 @MnejingWoW @LauraKrauseNews Not likely The RCMP systemically racist anyone who knows the history of Canada knows that racism is over represented in Alberta and Sask  
race card is never over-played should always be recognized called out If this was an Indigenous or BLM protest things would be very different",1381421668288098306
heroesatwork,I find it really sad that at a time when we here in NZ have virtually beaten Covid someone plays the race card over flights coming in from a country that has NOT beaten the virus. https://t.co/0A7KG0CNfT,1381421653112971265
SEN_track,"Winners @SEN_track 

The @clarenceriverjc meeting at Grafton is underway with a massive ten race card. 
@racing_nsw form analyst @NeilEvansmail has done the form.

R8 no 4 Zoukina
R10 no 5 Zac Attack

Quaddie:

R7. 2-5-12-16
R8. 4-1-3-9
R9. 6-11-12
R10. 5-2-3-6-11-12",1381421637124251648
SatouKazuman,This begins the trend of this person seeming to be an SJW https://t.co/vUf0G0evQA,1381421515493810177
ImkazYo,@ANerdNamedJerry @Banannaical @_Hero_Hei_ stay winning! Own those butthurt sjw feminists!!!!,1381421424724873217
delyn_rob,"@rogerfederer_93 An ex-pat is someone who was sent to a country with work and will one day be returning home

An immigrant goes to a country for a myriad of reasons

Source. -  I am an immigrant.",1381421419591000064
SJW_Hoe,You Kiking with a nigga that’s last profile for deleted cause it was discovered he was raping kids. You a weird ass bitch fr https://t.co/zsCTk1phRZ,1381421144356618242
ArcAngelChris_,@Crimthebro No it was abojt the finimatkon dub issue. There was a time where 4 kids dubs actually got a little political. The example I brought up was that in Prison School they actually mentioned the whole GamerGate thing and how everyone hated that,1381420920057655297
JohnCarpenter64,"@MnejingWoW @Jewelanland @LauraKrauseNews The reason everyone there is white because it's Canada (with only 3.5% Black population). There's absolutely no reason to inject race into this except for a pathological obsession with the subject.
The race card wasn't ""over-played."" It was dishonestly inserted.",1381420901804224516
csutton1959,@MzHelaine @stuff_charlie an immigrant from Jamaica...https://t.co/Z3Huplxrd6,1381420755955675136
jbucksteezie,"@Forbes Why? Lol, it's TRUE.  Democrats would love nothing more than to legalize every illegal immigrant immediately.  Not because they care about them, but because of votes",1381420741825064960
VirginPotus,"@GOPChairwoman Where is there a solution in your tweet? 
Nothing you guys want to say or do will rub Jan 6th stink off you.

Let's face it, you hate mongers are drumming up immigrant hatred to stir your base.

You had all branches for 3 years and didn't solve anything.",1381420728248066049
zxl437426673,@ZTZ99A2 @RegularDude975 @JeMeMTjkO5jh93r @zhonghuajia0 So I should call him “Nigger”？,1381420704780849154
milIslawrence,HOLY SHIT! #/NotAllMen by lostmagician for best Tory! Yes!,1381420624774565891
cocomilksyrup,"Not SJW mad at me for telling them that AO3 was “created as a safe space for writers, no matter the morality of the piece” CHILE NOW THEY SAYING I SUPPORT CP, like how does that fucking correlate. Bitch imma still read my Undertale fan fiction fuck off wanker.",1381420580365291521
